plant_id,original_species_name,verbatim_scientific_name,canonical_candidate_name,authorship_candidate,canonical_lookup_key,family_name,common_name,classification,purpose,reference,detail_url,source_batch_id,raw_hash,species_name
146,Coriandrum sativum,Coriandrum sativum,Coriandrum sativum,,coriandrum sativum,Apiaceae,Coriander | Cilantro,plants,medicinal,"Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6. Roosita,J.Ethnopharmacol.,115,(2008),72",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Coriandrum%20sativum,knapsack_world_id_2026_04_17,56c74ba1147514c551476eb0a12d4234636cf62157637ff6150d644151c635f2,Coriandrum sativum
147,Costus speciosus (Koen.ex.Retz.) Sm.,Costus speciosus (Koen.ex.Retz.) Sm.,Costus speciosus,(Koen.ex.Retz.) Sm.,costus speciosus,Costaceae Zingiberaceae,,plants,medicinal,"Hariana,Tubuhan Obat dan Khasiatnya Seri 2,Penebar Sadaya,(2002) Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Costus%20speciosus,knapsack_world_id_2026_04_17,ca37694b6688af9933bb41f10a4c0c864cbf91b48f7b68670b8fc667d3f12809,Costus speciosus (Koen.ex.Retz.) Sm.
148,Crinum asiaticum L.,Crinum asiaticum L.,Crinum asiaticum,L.,crinum asiaticum,Amaryllidaceae,,plants,medicinal,"Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2004),Vol.1,ISBN 979-489-816-3. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Crinum%20asiaticum,knapsack_world_id_2026_04_17,d26374cb8050141a1dd18ff7dc12c50bd8c570341340406e9883acc98649591a,Crinum asiaticum L.
149,Crocus sativus L.,Crocus sativus L.,Crocus sativus,L.,crocus sativus,Iridaceae,,plants(colouring and flavoring food and tea),medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Crocus%20sativus,knapsack_world_id_2026_04_17,2f137c472f46690474b4d422c65cb830d2aa3e97e0492ebf645e9aec5d98c08a,Crocus sativus L.
150,Croton tiglium L.,Croton tiglium L.,Croton tiglium,L.,croton tiglium,Euphorbiaceae,,plants,medicinal,"Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.Pertama(2008),ISBN 978-979-3707-42-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Croton%20tiglium,knapsack_world_id_2026_04_17,b99563e05ce565ce5bfcf4d10b92c7185705b0114242057af5a3ef92e7ff161a,Croton tiglium L.
151,Cucumis sativus L.,Cucumis sativus L.,Cucumis sativus,L.,cucumis sativus,Cucurbitaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2008),Vol 5,ISBN 978-979-1480-18-5. JAMU in Indonesian Daily Life and Industry by Suwidjiyo Pramono Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Cucumis%20sativus,knapsack_world_id_2026_04_17,36884858d0c1d93b63d19c36f986588206976f9914766c6eeb2f9fbf7650605b,Cucumis sativus L.
152,Cucurbita moschata Duch.,Cucurbita moschata Duch.,Cucurbita moschata,Duch.,cucurbita moschata,Cucurbitaceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Cucurbita%20moschata,knapsack_world_id_2026_04_17,1ca5513350c808fd27add826c8d6bb3059f78b9eb491f7b723d2ceb763681610,Cucurbita moschata Duch.
153,Cuminum cyminum L.,Cuminum cyminum L.,Cuminum cyminum,L.,cuminum cyminum,Apiaceae,,plants,medicinal,"Joshi, S.G.,Medicinal Plants,Mohan Primlani for Oxfor & IBH Publishing Co.Pvt.Ltd.,New Delhi (2003) 高橋澄子,ジャムウ インドネシアの伝統治療薬、平河出版社(1988)[Takahasi, S.,Traditional remedy of Indonesia,(1988), in Japanese] Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Cuminum%20cyminum,knapsack_world_id_2026_04_17,c367ec8a245e7c681f12272f5acf6c0cf91070a185d8e0ccd752e5c3961ade0f,Cuminum cyminum L.
154,Curcuma aeruginosa,Curcuma aeruginosa,Curcuma aeruginosa,,curcuma aeruginosa,Zingiberaceae,,plants,medicinal,"Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Curcuma%20aeruginosa,knapsack_world_id_2026_04_17,61aabf83bea6d7a1a6aa9ef7fe675353f27447359523410ba41c8799b94d2919,Curcuma aeruginosa
155,Curcuma domestica,Curcuma domestica,Curcuma domestica,,curcuma domestica,Zingiberaceae,,plants(spice),medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72 Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008) 高橋澄子,ジャムウ インドネシアの伝統治療薬、平河出版社(1988)[Takahasi, S.,Traditional remedy of Indonesia,(1988), in Japanese]",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Curcuma%20domestica,knapsack_world_id_2026_04_17,d79681a07986120cb55a71a296d76bf014712e59e2b4159ae062d5cba89528bc,Curcuma domestica
156,Curcuma heyneana,Curcuma heyneana,Curcuma heyneana,,curcuma heyneana,Zingiberaceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008) 高橋澄子,ジャムウ インドネシアの伝統治療薬、平河出版社(1988)[Takahasi, S.,Traditional remedy of Indonesia,(1988), in Japanese]",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Curcuma%20heyneana,knapsack_world_id_2026_04_17,f29fe77579bd38d0646f337d10e26865e95707d7693386ef599641822b04e93b,Curcuma heyneana
157,Curcuma longa,Curcuma longa,Curcuma longa,,curcuma longa,Zingiberaceae,Turmeric | Haridra,plants,medicinal,"Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Curcuma%20longa,knapsack_world_id_2026_04_17,a33c281048782e258642a81a2b945317b2068626f2fc38b24821f523e43ed392,Curcuma longa
158,Curcuma mangga,Curcuma mangga,Curcuma mangga,,curcuma mangga,Zingiberaceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008) 高橋澄子,ジャムウ インドネシアの伝統治療薬、平河出版社(1988)[Takahasi, S.,Traditional remedy of Indonesia,(1988), in Japanese]",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Curcuma%20mangga,knapsack_world_id_2026_04_17,4fcd22f3c5299ba27e671081673de4529daabda1a4f8292674a349e6f83825e8,Curcuma mangga
159,Curcuma soloensis Valeton,Curcuma soloensis Valeton,Curcuma soloensis,Valeton,curcuma soloensis,Zingiberaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Curcuma%20soloensis,knapsack_world_id_2026_04_17,52d6ffccb8ef32e7a3bcf5368adad70ead3fc94a00f96db94a99ba30dac7cdc3,Curcuma soloensis Valeton
160,Curcuma xanthorrhiza,Curcuma xanthorrhiza,Curcuma xanthorrhiza,,curcuma xanthorrhiza,Zingiberaceae,,plants,medicinal,"Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6. Roosita,J.Ethnopharmacol.,115,(2008),72",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Curcuma%20xanthorrhiza,knapsack_world_id_2026_04_17,3e0dce713ea23d83e34080cceadc744ecb96dc8f720222694fb2de70fe623e37,Curcuma xanthorrhiza
161,Curcuma zanthorrhiza Roxb.,Curcuma zanthorrhiza Roxb.,Curcuma zanthorrhiza,Roxb.,curcuma zanthorrhiza,Zingiberaceae,,plants,medicinal,"Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Curcuma%20zanthorrhiza,knapsack_world_id_2026_04_17,10913dbde04ae4178032c5dc0fb1277d8a64913be887037b294f8e23a09b6681,Curcuma zanthorrhiza Roxb.
162,Curcuma zedoaria,Curcuma zedoaria,Curcuma zedoaria,,curcuma zedoaria,Zingiberaceae,,plants(spice),medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72 Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Curcuma%20zedoaria,knapsack_world_id_2026_04_17,fe676843b7e66acc385e92001f147c65ada7e1e8c65ebca2d0bec76ddb641151,Curcuma zedoaria
163,Cycas revoluta Thunb.,Cycas revoluta Thunb.,Cycas revoluta,Thunb.,cycas revoluta,Cycadaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2006),Vol 4,ISBN 979-1133-14-X. Hariana,Tubuhan Obat dan Khasiatnya Seri 2,Penebar Sadaya,(2002) Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008) Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2005),Vol.2,ISBN 979-489-957-7.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Cycas%20revoluta,knapsack_world_id_2026_04_17,ed5dd286a38c92245c6fd2376c76414e35a551c567523f05e81ef26a57ed4c9f,Cycas revoluta Thunb.
164,Cyclea barbata,Cyclea barbata,Cyclea barbata,,cyclea barbata,Menispermaceae,,plants,medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72 Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Cyclea%20barbata,knapsack_world_id_2026_04_17,4cd32081e80af80bd818b73963987b33ea4374f441dc0c463b563f38c5e63145,Cyclea barbata
165,Cymbopogon citratus,Cymbopogon citratus,Cymbopogon citratus,,cymbopogon citratus,Poaceae,Lemon grass,plants,medicinal,"Medicinal Plants of the World by Ivan A.Ross,Vol.1,ISBN 1-58829-281-9.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Cymbopogon%20citratus,knapsack_world_id_2026_04_17,ca1f100f760ab9d4f7f7edeac90d384c1cb12a92915bce55c2c180eb0562320d,Cymbopogon citratus
166,Cymbopogon nardus (L.) Rendle,Cymbopogon nardus (L.) Rendle,Cymbopogon nardus,(L.) Rendle,cymbopogon nardus,Poaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2008),Vol 5,ISBN 978-979-1480-18-5. Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6. Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2006),Vol.3,ISBN 979-002-008-2. JAMU in Indonesian Daily Life and Industry by Suwidjiyo Pramono",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Cymbopogon%20nardus,knapsack_world_id_2026_04_17,444947399eab01d50059afeece66da04922343349ef37a932244bbe2576e35f9,Cymbopogon nardus (L.) Rendle
167,Cyperus iria L.,Cyperus iria L.,Cyperus iria,L.,cyperus iria,Cyperaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Cyperus%20iria,knapsack_world_id_2026_04_17,c5ad69bcf4ea91cb05998b84cc0921a35075066de1355f7d4efc9b3ab70dc0c2,Cyperus iria L.
168,Cyperus rotundus,Cyperus rotundus,Cyperus rotundus,,cyperus rotundus,Cyperaceae,Nut grass | Sedge root | Coco grass,"plants(famine food,wheat flour)",medicinal,"Medicinal Plants of the World by Ivan A.Ross,Vol.1,ISBN 1-58829-281-9.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Cyperus%20rotundus,knapsack_world_id_2026_04_17,104e1c2d80468731cf1202d0077abd56eeefa3b8175a078bfca0b8d106cd9f39,Cyperus rotundus
169,Datura metel,Datura metel,Datura metel,,datura metel,Solanaceae,,plants,medicinal,"Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Datura%20metel,knapsack_world_id_2026_04_17,aa3ab86e27db9cb460cdf68b42692e92b3882b1bf5b99e642f67457e209c270b,Datura metel
170,Datura stramonium L.,Datura stramonium L.,Datura stramonium,L.,datura stramonium,Solanaceae,,plants,medicinal,JAMU in Indonesian Daily Life and Industry by Suwidjiyo Pramono,https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Datura%20stramonium,knapsack_world_id_2026_04_17,7ac971cab61dbff1dbcd6b98caac945555427ce8e46fd887ca4176f0dbe3f5b2,Datura stramonium L.
171,Datura tatula L.,Datura tatula L.,Datura tatula,L.,datura tatula,Solanaceae,,plants,medicinal,JAMU in Indonesian Daily Life and Industry by Suwidjiyo Pramono,https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Datura%20tatula,knapsack_world_id_2026_04_17,617d189ccaf2c657d7f10bb93689b911931f836994bf2b3abef71e9ae26dde5d,Datura tatula L.
172,Daucus carota L.,Daucus carota L.,Daucus carota,L.,daucus carota,Apiaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2000),Vol 2,ISBN 979-661-065-5. Tanaman Obat Tradisional by Thomas A.N.S. (1992),Vol.2,ISBN 979-413-809-6. Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Daucus%20carota,knapsack_world_id_2026_04_17,7fa927f3d94a81844f85fdf6357c2687182f682629bc9457f39fe0b075701abd,Daucus carota L.
173,Derris elliptica,Derris elliptica,Derris elliptica,,derris elliptica,Fabaceae,,plants,medicinal,"高橋澄子,ジャムウ インドネシアの伝統治療薬、平河出版社(1988)[Takahasi, S.,Traditional remedy of Indonesia,(1988), in Japanese]",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Derris%20elliptica,knapsack_world_id_2026_04_17,b502e519457802ef19358b6a3a919b13cd4ec230ac0b9593d664b9e74a6df612,Derris elliptica
174,Derris robusta (Roxb.ex DC.) Benth.,Derris robusta (Roxb.ex DC.) Benth.,Derris robusta,(Roxb.ex DC.) Benth.,derris robusta,Fabaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Derris%20robusta,knapsack_world_id_2026_04_17,c9f500d1fe6e17dffeb18d152e5992c2f820a067aa61a433e9b26a387fa2f5fb,Derris robusta (Roxb.ex DC.) Benth.
175,Derris scandens (Roxb.) Benth.,Derris scandens (Roxb.) Benth.,Derris scandens,(Roxb.) Benth.,derris scandens,Fabaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Derris%20scandens,knapsack_world_id_2026_04_17,06ca648c4f3aba426c88c121e15da232784203ba4f15a70ba4e3e18b7672312e,Derris scandens (Roxb.) Benth.
176,Derris trifoliata Lour.,Derris trifoliata Lour.,Derris trifoliata,Lour.,derris trifoliata,Fabaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Derris%20trifoliata,knapsack_world_id_2026_04_17,7b559a6ca25b7789b4f59dbae53766db03ae70740c5ce8a251c7e234c30d784c,Derris trifoliata Lour.
177,Desmodium gangeticum (L.) DC.,Desmodium gangeticum (L.) DC.,Desmodium gangeticum,(L.) DC.,desmodium gangeticum,Fabaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Desmodium%20gangeticum,knapsack_world_id_2026_04_17,6429bbf863aa93d381d0dc04f550e540f61b411fa376b7529e6c6b924f0d546d,Desmodium gangeticum (L.) DC.
178,Desmodium pulchellum,Desmodium pulchellum,Desmodium pulchellum,,desmodium pulchellum,Fabaceae,,plants,medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Desmodium%20pulchellum,knapsack_world_id_2026_04_17,580bf00594fce6fd3ad3d09b2e8fee472f763207a7f3d8d896874b7e82d65049,Desmodium pulchellum
179,Desmodium styracifolium Merr.,Desmodium styracifolium Merr.,Desmodium styracifolium,Merr.,desmodium styracifolium,Fabaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Desmodium%20styracifolium,knapsack_world_id_2026_04_17,aa45fca52b6769342b2ca1f4da518cb0dff9a198f9bdb8638c0d6107986f98ad,Desmodium styracifolium Merr.
180,Desmodium triflorum (L.) DC.,Desmodium triflorum (L.) DC.,Desmodium triflorum,(L.) DC.,desmodium triflorum,Fabaceae,,plants,medicinal,"de Padua et al.(1999), Plant Resources of South-East Asia 12,(1) Medicinal and poisonous plants 1, Bogor, Indonesia",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Desmodium%20triflorum,knapsack_world_id_2026_04_17,9764dc478266217fd3359c7bf9cac20401c783a3823f92ebffd960a5d19e450c,Desmodium triflorum (L.) DC.
181,Digitalis purpurea L.,Digitalis purpurea L.,Digitalis purpurea,L.,digitalis purpurea,Scrophulariaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2006),Vol 4,ISBN 979-1133-14-X.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Digitalis%20purpurea,knapsack_world_id_2026_04_17,03c8fe9de76e5eb8607c6fe1c67c1ef268c498f7348975220b40f3253e683ef8,Digitalis purpurea L.
182,Dioscorea hispida Dennst.,Dioscorea hispida Dennst.,Dioscorea hispida,Dennst.,dioscorea hispida,Dioscoreaceae,,plants,medicinal,"Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6. Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2004),Vol.1,ISBN 979-489-816-3. JAMU in Indonesian Daily Life and Industry by Suwidjiyo Pramono",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Dioscorea%20hispida,knapsack_world_id_2026_04_17,0bb44b6e0099b7fe4c352a379428cc4636563fe6c8411f74ec54c0c29a354021,Dioscorea hispida Dennst.
183,Drymaria cordata Willd.,Drymaria cordata Willd.,Drymaria cordata,Willd.,drymaria cordata,Caryophyllaceae,,plants,medicinal,"Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2004),Vol.1,ISBN 979-489-816-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Drymaria%20cordata,knapsack_world_id_2026_04_17,9d1c606e35531bdd653d1456374e7807d176b4ee1483d4c5b7b4350867492e7e,Drymaria cordata Willd.
184,Dryobalanops aromatica,Dryobalanops aromatica,Dryobalanops aromatica,,dryobalanops aromatica,Dipterocarpaceae,Borneo camphor | borneol,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Dryobalanops%20aromatica,knapsack_world_id_2026_04_17,7dc5f27b5e9c5ad77ac2693b2f58cda8c1259ffe6a27f91dbfad74a6b5ef8d86,Dryobalanops aromatica
185,Duranta erecta L.,Duranta erecta L.,Duranta erecta,L.,duranta erecta,Verbenaceae,,plants,medicinal,"Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Duranta%20erecta,knapsack_world_id_2026_04_17,0e9930a52d48a6a8023a3b3769babeafd8c27c09c924799ac3e9b92a7eaf1174,Duranta erecta L.
186,Duranta repens L.,Duranta repens L.,Duranta repens,L.,duranta repens,Verbenaceae,,plants,medicinal,"Tumbuhan Obat & Khasiatnya by Drs.H.Arief Hariana (2006),Vol.3,ISBN 979-002-008-2.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Duranta%20repens,knapsack_world_id_2026_04_17,2874787b3cf194acc2b55feff6b4a1757616351ea5ea986629b0383c287c3249,Duranta repens L.
187,Durio zibethinus,Durio zibethinus,Durio zibethinus,,durio zibethinus,Malvaceae,,plants(eaten),medicinal,"Roosita,J.Ethnopharmacol.,115,(2008),72",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Durio%20zibethinus,knapsack_world_id_2026_04_17,80ef1689fd2c6e91f380166b66a160a0592788716d6fc4e628d20383c5d811e5,Durio zibethinus
188,Dysoxylum acutangulum,Dysoxylum acutangulum,Dysoxylum acutangulum,,dysoxylum acutangulum,Meliaceae,,plants,medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Dysoxylum%20acutangulum,knapsack_world_id_2026_04_17,9bfc25c8bcda976c04aa240c33b28bc11a80c6db9aa319c33feb28be225d023d,Dysoxylum acutangulum
189,Echinacea purpurea,Echinacea purpurea,Echinacea purpurea,,echinacea purpurea,Asteraceae,Purple coneflower | purple echinacea,plants,medicinal,"Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Echinacea%20purpurea,knapsack_world_id_2026_04_17,01433c9cc67b8d7f637a6672823c6fe6075787d8df0abad88e89d37f2705da11,Echinacea purpurea
190,Echinacea spp.,Echinacea spp.,Echinacea spp.,,echinacea spp,Asteraceae,,plants,medicinal,JAMU in Indonesian Daily Life and Industry by Suwidjiyo Pramono,https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Echinacea%20spp.,knapsack_world_id_2026_04_17,16fee4839219f9e9adbcbd5b2b01d64565197967e6ccc82095842950af0c1a4f,Echinacea spp.
191,Eclipta alba (L.) Hassk.,Eclipta alba (L.) Hassk.,Eclipta alba,(L.) Hassk.,eclipta alba,Asteraceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Eclipta%20alba,knapsack_world_id_2026_04_17,e99f5c8332132c69b331fc54f003c974f0b95641b099ac286b895ae7cb78ae4f,Eclipta alba (L.) Hassk.
192,Eclipta prostrata (L) Hassk.,Eclipta prostrata (L) Hassk.,Eclipta prostrata,(L) Hassk.,eclipta prostrata,Asteraceae,,plants,medicinal,"高橋澄子,ジャムウ インドネシアの伝統治療薬、平河出版社(1988)[Takahasi, S.,Traditional remedy of Indonesia,(1988), in Japanese]",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Eclipta%20prostrata,knapsack_world_id_2026_04_17,ebb42970ff1154e005d572e3e48cfe16120cd4c1dca5e4427579c64971b51f2e,Eclipta prostrata (L) Hassk.
193,Eichhornia crassipes (Mart.) Solms,Eichhornia crassipes (Mart.) Solms,Eichhornia crassipes,(Mart.) Solms,eichhornia crassipes,Pontederiaceae,,plants,medicinal,"Atlas Tumbuhan Obat by dr.Setiawan Dalimartha (2009),Vol 6,ISBN 978-979-1480-19-2. Taksonomi Koleksi Tanaman Obat Kebun Tanaman Obat Citeureup,vol.kedua(2009),ISBN 978-979-3707-42-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Eichhornia%20crassipes,knapsack_world_id_2026_04_17,5b89053266662cd8f993f1633a3c407b98d05aca61af130d4ea60c5d74680039,Eichhornia crassipes (Mart.) Solms
194,Elaeocarpus ganitrus,Elaeocarpus ganitrus,Elaeocarpus ganitrus,,elaeocarpus ganitrus,Elaeocarpaceae,,plants,medicinal,"高橋澄子,ジャムウ インドネシアの伝統治療薬、平河出版社(1988)[Takahasi, S.,Traditional remedy of Indonesia,(1988), in Japanese]",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Elaeocarpus%20ganitrus,knapsack_world_id_2026_04_17,3f329cea70eb127d1d51b27298dd1bbb5ea71862bd1198ab0d31f2d308e22b96,Elaeocarpus ganitrus
195,Elaeocarpus grandiflorus J. Sm.,Elaeocarpus grandiflorus J. Sm.,Elaeocarpus grandiflorus,J. Sm.,elaeocarpus grandiflorus,Elaeocarpaceae,,plants,medicinal,"Utami,Buku Pintar Tanaman Obat,431 jenis tanaman penggempur aneka penyakit,Redaksi AgroMedia,(2008)",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Elaeocarpus%20grandiflorus,knapsack_world_id_2026_04_17,fa12991a136f89cca1b603f6d24361121d98318338b548b0ad01957eb00f7d8d,Elaeocarpus grandiflorus J. Sm.
196,Elateriospermum tapos,Elateriospermum tapos,Elateriospermum tapos,,elateriospermum tapos,Euphorbiaceae,,plants,medicinal,"Medicinal Plants From the East by Christophe Wiart,ISBN 978-1-904761-85-3.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Elateriospermum%20tapos,knapsack_world_id_2026_04_17,23bed595b8eb3f9a7b9739ab44e94116ebfff9da877d144518687fe656250254,Elateriospermum tapos
197,Elephantopus scaber,Elephantopus scaber,Elephantopus scaber,,elephantopus scaber,Asteraceae,,plants,medicinal,"Herbal Indonesia Berkhasiat by Bukti Ilmiah & Cara Racik,Vol 8,ISBN 979-688-236-6.",https://www.knapsackfamily.com/knapsack_core/result.php?sname=organism&word=Elephantopus%20scaber,knapsack_world_id_2026_04_17,fdf50ac9550f54c746f973f7adb5e31f0f59eb7fce75a4fca6f4c99c56c0f3ce,Elephantopus scaber
